region,fluggebiet,site_name,latitude,longitude,elevation_m,wind_N,wind_NE,wind_E,wind_SE,wind_S,wind_SW,wind_W,wind_NW,slope_azimuth,slope_angle,kritischer_foehn,terrain_type,analyse_region,bemerkungen_flug,bemerkung_flug_effekt,bemerkungen_sicherheit,bemerkung_sicherheit_effekt,bemerkungen_sonstiges
Wallis,Riffelberg,Zermatt -Riffelberg-2600,45.9931,7.75225,2554,0,0,0,0,0,0,1,1,,,Beide,hochalpin,Mattertal / Saastal,Geeignet für Nachmittags- und Abendflüge. Nur im Sommer nutzbar.,SAISON+FENSTER-GATE: nur Sommer nutzbar; Vormittag ungeeignet → best_window Nachmittag/Abend; Winter oder reiner Vormittagstag → Rating 1/nicht nutzbar.,"Starke Talwinde möglich - Turbulenzgefahr. Offizieller Landeplatz kann unerreichbar sein, Ausweichlandeplatz einplanen.",WETTER-TRIGGER: starke Talwinde → Turbulenzgefahr + offizieller Landeplatz evtl. unerreichbar → caution + Ausweichlandeplatz einplanen; bei starkem Talwind no_go.,Startplatz auf 2600 m (Ausrichtung NW/W).
Wallis,Riffelberg,Riffelberg-2700,45.9944,7.76517,2700,0,0,0,0,0,0,0,1,,,Beide,hochalpin,Mattertal / Saastal,,,,,
Zentralschweiz,Wängihorn,Rigg,46.7848,8.70503,2110,0,0,0,0,0,1,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Fribourg,Riggisalp,Riggisalp,46.6594,7.29407,1450,1,0,0,0,0,0,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Schwyz,Rigi,Rigi-Staffelhöhe,47.0476,8.46056,1555,0,0,0,0,0,0,0,1,,,Süd,voralpen,Mittelland Zentral,,,,,
Zentralschweiz,Engelberg,Rigidalstock,46.8525,8.40895,2550,0,0,0,0,0,0,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Stanserhorn,Rinderalp-1680,46.9326,8.35196,1680,1,0,0,0,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Abendberg,Rinderalp-1820,46.6326,7.51307,1820,0,0,1,0,1,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Berneroberland,Rinderberg,Rinderberg-2000 NO,46.5085,7.35851,2000,0,1,0,0,0,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Berneroberland,Rinderberg,Rinderberg-2000 O,46.5103,7.36242,2000,0,0,1,0,1,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Wallis,Rinderhütte,Rinderhalte,46.3769,7.66349,2660,0,0,0,0,0,1,0,0,,,Beide,hochalpin,Unterwallis,,,,,
Wallis,Rinderhütte,Rinderhütte-2300,46.3702,7.64852,2300,0,0,0,0,0,0,1,0,,,Beide,hochalpin,Unterwallis,,,,,
Wallis,Rinderhütte,Rinderhütte-2500,46.377,7.65634,2500,0,0,0,0,0,0,0,1,,,Beide,hochalpin,Unterwallis,,,,,
Zentralschweiz,Gitschenberg,Rinderstoeckli,46.8798,8.57738,2170,0,0,0,0,0,0,0,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Graubünden,Jakobshorn,Rinerhorn -2490,46.7375,9.81376,2490,0,0,0,0,0,1,0,0,,,Beide,alpen,Prättigau - Davos,,,,,
Zentralschweiz,Pilatus,Risettenstock,47.0388,8.15047,1700,0,0,0,0,0,0,1,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Wallis,Roc D'Orsival,Roc d\'Orzival,46.1945,7.53385,2853,1,0,0,0,0,0,0,0,,,Beide,hochalpin,Unterwallis,,,,,
Waadt,Videmanette,Rocher à Pointes,46.4606,7.20628,2150,0,0,0,1,0,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Waadt,Rochers de Naye,Rochers de Naye Antenne,46.4322,6.97698,2040,0,1,1,1,1,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,Eher für Hängegleiter geeignet; Gleitschirme nutzen besser den Startplatz Jaman.
Schwyz,Hoch-Ybrig,Roggenstock-1770,47.0232,8.78959,1770,0,0,0,1,0,0,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Rophaien,Rophaien,46.9281,8.64669,2070,1,0,0,0,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Eggli,Rossfälli,46.4602,7.2616,1580,0,0,1,0,1,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Zentralschweiz,Rotenfluespitz,Rotenfluespitz-1520,46.8776,7.94238,1520,1,0,0,0,0,0,0,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Solothurn,Weissenstein,Röti (Weissenstein),47.2582,7.52782,1395,0,1,0,0,0,0,0,0,,,Süd,jura,Jura Zentral,Ausreichend Wind nötig für problemlosen Start.,"Mindestwind-Voraussetzung (unquantifiziert): bei Flaute erschwerter Start → konservativ bewerten, kein Soaring-Bonus; kein hartes Zahlen-Cap.",Stark geneigter Startplatz.,STATISCH: stark geneigter Startplatz → Startrisiko-caution.,
Zentralschweiz,Engelberg,Ruchweg,46.838,8.41983,1740,0,0,0,1,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Ruelen,Ruedlen,46.8982,8.31778,1300,0,0,0,0,0,0,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Allmenalp,Ryharts,46.4854,7.65157,1850,0,0,1,0,1,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Tessin,St. Maria,Santa Maria,46.2672,9.13777,1210,0,0,0,1,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,"Anreise per Bus bis Bivio Calanca, dann 20 Min. Aufstieg. Keine Auffahrt mit Fahrzeugen. Grasgrenzen beachten."
Graubünden,Fanas,Sassauna,47.0116,9.69762,2300,0,0,0,0,0,1,0,0,,,Beide,alpen,Prättigau - Davos,,,,,Hike-up-Start; Start überall am Hang möglich; Landung am Gipfel möglich.
Berneroberland,Grimer,Sattelhorn-2376,46.5505,7.69485,2376,0,0,1,0,1,0,1,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Ostschweiz,Elm,Schabell,46.9299,9.13791,2110,0,0,0,1,0,0,0,0,,,Süd,voralpen,Glarnerland / Walensee,,,,,
Wallis,Rinderhütte,Schafberg,46.3684,7.6667,2800,0,0,0,0,0,0,1,0,,,Beide,hochalpin,Unterwallis,,,,,
Zentralschweiz,Farneren,Schafmatt,46.9089,8.06081,1930,0,0,0,0,0,0,0,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Marbachegg,Schallenberg,46.8241,7.79942,1208,0,0,1,0,1,0,0,0,,,Süd,hochalpin,Berner Oberland,,,,,
Graubünden,Parpaner Rothorn,Scharmoin,46.7431,9.5764,1990,0,0,0,0,0,0,1,0,,,Beide,hochalpin,Engadin Unter,,,,,
Zentralschweiz,Schartihöreli,Scharti,46.8965,8.56789,1570,0,0,1,0,1,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Schwyz,Rigi,Rigi-Scheidegg,47.0279,8.51983,1649,0,1,0,1,0,0,0,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Graubünden,Parsenn,Davos - Schiahorn -2700,46.8178,9.80354,2700,0,0,0,1,1,1,0,0,,,Beide,alpen,Prättigau - Davos,,,,,
Berneroberland,Schiltgrat,Schiltgrat Muerren,46.557,7.87289,2100,1,1,1,1,1,1,1,1,,,Beide,alpen,Berner Voralpen,,,,,
Berneroberland,Schilthorn,Schilthorn -Mürren / Muerren,46.5585,7.83,2853,0,0,0,0,0,1,0,0,,,Beide,alpen,Berner Voralpen,,,"Stark eingeschränkter Platz (nur ein Gleitschirm), steiniger Untergrund. Windspion zur Beurteilung der lokalen Windverhältnisse dringend empfohlen.","STATISCH+WETTER: extrem enger Platz, steiniger Untergrund; lokale Windbeurteilung nötig (Windspion) → hohe Start-caution, bei unklarem Wind nicht starten.",Zugang über Treppe vom Besucherplateau und ca. 400 m Gratweg nach WNW.
Zentralschweiz,Schimbrig,Schimbrig,46.9388,8.11106,1780,0,0,0,0,0,0,0,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Windeck,Schonegg-2190,46.6916,7.98574,2190,0,0,1,0,1,0,1,0,,,Beide,alpen,Berner Voralpen,,,,,
Ostschweiz,Schönhalden,Flums -Schönhalden (Schoenhalden),47.0613,9.33628,1422,0,1,0,0,0,0,0,0,,,Süd,voralpen,Glarnerland / Walensee,,,,,
Zentralschweiz,Spierberg,Schwaendiliflue,46.8879,8.0376,1790,0,0,0,1,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Niesen,Schwandegg,46.6423,7.66329,1720,0,0,0,1,0,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Berneroberland,Adelboden,Schwandfeldspitz-2020,46.4981,7.54024,2020,1,0,0,0,0,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Solothurn,Chutz,Schwaengimatt,47.2891,7.67262,1085,1,1,0,0,0,0,0,1,,,Süd,jura,Jura Zentral,,,,,
Fribourg,Schwyberg,Schwyberg-1600 NO,46.6775,7.2622,1600,0,1,1,1,1,0,0,0,,,Süd,voralpen,Schwarzsee / Gantrisch,,,,,
Fribourg,Schwyberg,Schwyberg-1600 SW,46.6748,7.26025,1600,0,0,0,0,0,1,1,0,,,Süd,voralpen,Schwarzsee / Gantrisch,,,,,
Wallis,Seetalhorn,Graechen -Seetalhorn,46.1753,7.85819,2870,0,0,0,0,0,1,1,1,,,Beide,hochalpin,Mattertal / Saastal,,,,,
Wallis,Soi d'en Haut,Signal de Soi,46.1875,6.91537,1993,0,0,0,0,0,1,0,1,,,Süd,alpen,Waadtländer Alpen,,,,,Mehrere Startmöglichkeiten auf grasbewachsenen Hängen.
Graubünden,Somtgant,Somtgant (Savognin),46.5875,9.54676,2259,1,1,1,0,0,0,1,1,,,Beide,hochalpin,Engadin Unter,,,,,
Waadt,Sonchaux,Sonchaux (Villeneuve),46.4173,6.9522,1404,1,0,0,0,0,1,1,1,,,Süd,alpen,Waadtländer Alpen,,,,,
Wallis,Col de Sorebois,Sorebois (Zinal),46.1455,7.6037,2435,0,0,1,1,1,0,0,0,,,Beide,hochalpin,Mattertal / Saastal,,,,,
Wallis,Seetalhorn,Spielboden,46.092,7.89699,2500,1,0,0,0,0,0,0,0,,,Beide,hochalpin,Mattertal / Saastal,,,,,
Zentralschweiz,Spierberg,Spierberg,46.8859,7.99166,1520,0,0,0,1,0,0,0,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Zentralschweiz,Schimbrig,Staefeliflue,46.9641,8.16065,1820,0,0,0,0,0,0,0,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Stanserhorn,Stanserhorn,46.9313,8.34734,1750,0,0,0,1,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Graubünden,Alp Stätz,Staetzerhorn,46.7546,9.51205,2570,0,0,0,0,0,1,0,0,,,Beide,hochalpin,Engadin Unter,,,,,
Wallis,Steibenkreuz,Bellwald - Steibenkreuz,46.4482,8.16224,2400,0,0,0,0,0,1,0,0,,,Beide,hochalpin,Oberwallis / Goms,,,,,
Zentralschweiz,Pilatus,Steiglihorn-1950 SO,46.9796,8.25878,1950,0,0,0,1,0,0,0,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Zentralschweiz,Pilatus,Steiglihorn-1950 SW,46.9805,8.26076,1950,0,0,0,0,0,1,0,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Graubünden,Stein,Alp Stein,46.7254,9.12623,2160,0,0,0,1,0,1,1,0,,,Beide,hochalpin,Surselva,,,,,
Berneroberland,Allmenalp,Steintal,46.4984,7.6438,2100,0,0,0,1,0,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Graubünden,Stelserberg,Schiers -Stelserberg,46.9619,9.72396,1469,0,0,0,0,1,0,0,0,,,Beide,alpen,Prättigau - Davos,,,Hindernisse und Personen im Restaurantbereich beachten.,STATISCH: Hindernisse und Personen im Restaurantbereich → caution beim Aufziehen/Start.,Startplatz vor einem Restaurant.
Berneroberland,Stockhorn,Stockhorn,46.6924,7.53799,2050,0,0,0,0,1,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Graubünden,Schatzalp,Davos - Strela -2440,46.8054,9.79054,2440,0,0,0,1,0,0,0,0,,,Beide,alpen,Prättigau - Davos,,,,,
Zentralschweiz,Spierberg,Strick,46.8535,7.99132,1820,0,0,0,1,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Schynige Platte,Sulegg-2320,46.6215,7.85382,2320,0,0,0,1,0,0,0,1,,,Beide,alpen,Berner Voralpen,,,,,
Ostschweiz,Wissenberg,Sunnenhoernli,46.9859,9.18504,2010,0,0,0,0,0,0,1,0,,,Süd,voralpen,Glarnerland / Walensee,,,,,
Zentralschweiz,Brüsti,Sunnig Grat,46.7847,8.63234,2040,1,1,1,1,1,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Neuenburg,Tete de Ran,Tete de Ran,47.0541,6.8531,1420,0,0,0,1,1,0,0,0,,,Süd,jura,Jura West,,,Stromleitungen links beim Abflug.,STATISCH: Stromleitungen links im Abflug → Hindernis-caution.,Startrampe für Gleitschirme vorhanden.
Graubünden,Somtgant,Tgant Son Martegn-2090,46.5995,9.62621,2090,0,0,0,0,0,0,1,0,,,Beide,hochalpin,Engadin Unter,,,,,
Graubünden,Somtgant,Tgant Son Martegn-2330,46.5988,9.63663,2330,0,0,0,0,0,1,1,0,,,Beide,hochalpin,Engadin Unter,,,,,
Graubünden,Somtgant,Tgant Son Martegn-2460,46.602,9.63676,2460,0,0,0,0,0,1,1,0,,,Beide,hochalpin,Engadin Unter,,,,,
Graubünden,Somtgant,Tigignas,46.5921,9.56391,1800,0,1,0,0,0,0,0,0,,,Beide,hochalpin,Engadin Unter,,,,,
Wallis,Vercorin,Tignousa,46.2292,7.6105,2192,0,0,0,0,0,1,1,0,,,Beide,hochalpin,Unterwallis,,,,,Besserer Startplatz 25 Min. Aufstieg von einer kleinen Gaststätte; je nach Wind kann fast überall gestartet werden.
Zentralschweiz,Titlis,Engelberg -Titlis,46.7731,8.43502,2543,0,0,0,0,0,0,0,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Adelboden,Tschentenegg,46.4995,7.54806,1920,0,0,0,1,0,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Ostschweiz,Palfries,Palfries,47.0887,9.42223,1746,0,0,0,0,0,1,0,0,,,Süd,voralpen,Glarnerland / Walensee,,,,,"Startplatz primär für Hängegleiter ausgelegt, für Gleitschirme möglicherweise nicht optimal."
Berneroberland,Abendberg,Turnen,46.6272,7.49087,2079,0,0,0,0,0,1,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Zentralschweiz,Schönbüel,Turren,46.7871,8.12423,1560,0,1,0,0,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Wallis,Ulrichen,Ulrichergale-2100,46.5184,8.29089,2140,0,0,1,0,1,0,0,0,,,Beide,hochalpin,Oberwallis / Goms,,,,,
Ostschweiz,Fronalp,Unter Stafel / Fronalp,47.0722,9.09139,1347,0,0,0,0,0,0,0,1,,,Süd,voralpen,Glarnerland / Walensee,,,Strasse direkt oberhalb - mögliche Gefahr durch Fahrzeuge und Personen.,STATISCH: Strasse direkt oberhalb (Fahrzeuge/Personen) → caution.,Startplatz direkt unterhalb der Strasse.
Wallis,Unterrothorn,Zermatt -Rothorn- Blauherd- Sunegga,46.0213,7.79632,3078,1,0,0,0,1,0,0,0,,,Beide,hochalpin,Mattertal / Saastal,"Rothorn: Wind stärker im Frühling und an Sommernachmittagen. Blauherd: Sommerstart, leichter Wind bis in den Nachmittag. Sunnegga: Nebensaison-Start, Wind wird frühnachmittags zu stark.","FENSTER-CAP je Start: Sunnegga nur früh (Wind frühnachmittags zu stark), Blauherd bis Nachmittag, Rothorn nachmittags windiger → best_window je Start verkürzen, späte Stunden ggf. nicht produktiv.",Rothorn: felsiger Untergrund im Sommer.,SAISON: Rothorn im Sommer felsiger Untergrund → Start-caution im Sommer.,"Rothorn (3100 m): Start nach Nord und Süd, Winter & Sommer, gute Schneelage. Blauherd (2600 m, West): 5 Min. Fussweg ab Station, Graspiste. Sunnegga (2200 m)."
Schwyz,Urmiberg,Urmiberg (Brunnen),47.012,8.59105,1078,0,0,0,1,1,1,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,"Hindernisse der Seilbahn (Seile, Masten) am Start beachten.",STATISCH: Seile und Masten der Seilbahn am Start → Hindernis-caution.,Steile Wiese direkt neben/unter der Seilbahnstation.
Graubünden,Vilan,Vilan -Älpli,47.0127,9.59164,1861,0,0,0,0,0,1,0,0,,,Beide,voralpen,Ostschweiz,,,,,
Graubünden,Vilan,Vilan -Gipfel,47.0116,9.60355,2350,0,0,0,1,1,1,0,0,,,Beide,alpen,Prättigau - Davos,,,,,
Fribourg,Vounetse,Vounetz-1620,46.6257,7.20622,1620,0,1,0,0,0,1,0,0,,,Süd,voralpen,Schwarzsee / Gantrisch,,,,,
Zentralschweiz,Bruniswald,Walegg,46.8682,8.41317,1980,0,0,0,0,0,0,0,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Bern,Walenmatt,Walenmatt,47.2848,7.48556,1214,0,0,0,0,0,0,0,1,,,Süd,jura,Jura Zentral,,,,,
Berneroberland,Stockhorn,Walpersbärgli,46.6861,7.55236,1900,0,0,0,0,0,1,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Zentralschweiz,Ober Büelen,Wandelen-2100,46.8227,8.24722,2100,1,0,0,0,0,1,1,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Wängihorn,Wängihorn,46.8585,8.71332,1920,0,0,0,0,0,0,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Wannelen,Wannelen,46.8568,8.78935,1620,1,0,0,0,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Wannelen,Wanneler Egg,46.8514,8.78528,1880,0,0,0,0,0,0,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Wasserngrat,Wasserngrat,46.4554,7.3254,2020,0,0,0,0,0,0,1,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Zentralschweiz,Wängihorn,Wasserplatten,46.7981,8.68438,1180,0,0,0,0,0,0,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Berneroberland,Wasserscheide,Wasserscheide,46.719,7.44779,1640,0,1,0,0,0,0,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Solothurn,Weissenstein,Weissenstein,47.2507,7.5102,1240,0,0,0,1,0,0,0,0,,,Süd,jura,Jura Zentral,Startplatz für Süd- oder Nullwind.,GATE: nutzbar nur bei Süd- oder Nullwind — Thermik-Rating gilt nur dann; bei West/Bise greift die Sicherheits-Bemerkung (Rotor) → nicht fliegbar.,West- und Nordostwind (Bise) erzeugen Rotoren - dann alternativ Startplatz Röti nutzen.,WETTER-TRIGGER: West- und Bise-Lagen erzeugen Rotoren → dann no_go am Hauptstart (Ausweich Röti); sicher nur bei Süd- oder Nullwind.,
Graubünden,Weisshorn,Arosa -Weisshorn,46.7892,9.6377,2623,1,1,0,0,1,1,1,0,,,Beide,alpen,Prättigau - Davos,Im Sommer nur SW-Start; im Winter auch NE-Start möglich (präparierte Skipiste).,SAISON-GATE: Sommer nur SW-Start; NE nur im Winter (Piste) — Sommertag mit NE-Anströmung nicht startbar trotz Sektor → Rating 1.,"NNW-Start extrem kurz, kein Raum für Startabbruch. Winterstart auf Skipiste nur geduldet - Rücksicht auf Skifahrer.","STATISCH+REGEL: NNW-Start extrem kurz, kein Raum für Startabbruch → hohe Start-caution; Winterstart auf Piste nur geduldet → Rücksicht auf Skifahrer (Hinweis).",
Berneroberland,Tschuggen,Wengernalp,46.5812,7.94223,2100,0,0,0,0,0,1,0,0,,,Beide,alpen,Berner Voralpen,,,,,
Bern,Montoz Süd,Werdtberg-1270 (Montoz sud),47.2066,7.2153,1272,0,0,0,1,1,1,0,0,,,Süd,jura,Jura Zentral,,,,,
Bern,Montoz Nord,Werdtberg-1240 (Montoz nord),47.208,7.2168,1241,1,0,0,0,0,0,0,1,,,Süd,jura,Jura Zentral,,,,,
Berneroberland,Wasserscheide,Widdersgrind-2020,46.6754,7.40662,2020,0,0,1,0,1,0,1,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Schwyz,Wildspitz,Wildspitz,47.084,8.57776,1550,0,0,0,1,0,0,0,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Zentralschweiz,Schönbüel,Wilerhorn,46.7774,8.09988,1870,0,1,0,0,0,0,0,0,,,Beide,alpen,Berner Voralpen,,,,,
Berneroberland,Galm,Wiriehorn,46.58,7.52931,2304,0,0,0,0,0,0,0,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Zentralschweiz,Wirzweli,Wirzweli,46.9149,8.36675,1220,1,0,0,0,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Engelberg,Wissberg,46.8106,8.46978,2200,0,0,0,0,0,1,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Ostschweiz,Pizol,Zaunzegg,46.9851,9.45521,1940,0,1,0,0,0,0,0,0,,,Süd,voralpen,Ostschweiz,,,,,
Zentralschweiz,Engelberg,Ziebeln,46.8216,8.44444,1900,0,0,0,0,0,0,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Ostschweiz,Maschgenkamm,Ziger,47.069,9.25096,2040,0,0,0,0,0,0,0,1,,,Süd,voralpen,Glarnerland / Walensee,,,,,
Wallis,Vercorin,Crêt-du-Midi,46.2294,7.52861,2312,1,1,1,0,1,1,1,1,,,Beide,hochalpin,Unterwallis,,,,,
Graubünden,Parsenn,Davos - Weissfluhjoch -2650,46.8319,9.8055,2630,0,0,0,1,0,0,0,0,,,Beide,alpen,Prättigau - Davos,"Nur im Winter nutzbar, nur bei schwachem Wind.","HARTES SAISON+WIND-GATE: nur Winter UND schwacher Wind — Sommer oder frischer Wind → nicht nutzbar, Rating 1.",Bei stärkerem Wind erhöhte Turbulenz und Gefahr durch den Lift.,WETTER-TRIGGER: bei mehr als schwachem Wind erhöhte Turbulenz und Gefahr durch den Lift → dann no_go (deckt sich mit dem Flug-Gate).,Startplatz leicht unterhalb der Parsennbahn-Station neben dem Sessellift Parsenn Rapid.
Graubünden,Parsenn,Davos - Weissfluhgipfel -2820,46.8344,9.7956,2808,1,0,0,0,1,0,0,0,,,Beide,alpen,Prättigau - Davos,Nordstart: bei mässigem Nordwind dynamisches Fliegen möglich.,Prosa-Aufwertung: bei mässigem Nordwind dynamisches Fliegen möglich → soaring_options; kein Einfluss aufs Zahlen-Rating.,"Südstart schwierig, nur für erfahrene Piloten.","ANSPRUCH: Südstart schwierig, nur für erfahrene Piloten → caution; Nordstart bevorzugen.","Nordstart 5 Min. von Gondelstation, einfach; Flugroute via Gotschnagrat zum LZ Klosters. Südstart zwischen Gondelstation und Restaurant; Flugroute zum LZ Davos-Bolgen."
Graubünden,Schatzalp,Davos - Schatzalp -1980,46.8049,9.8165,1973,0,0,1,1,1,0,0,0,,,Beide,alpen,Prättigau - Davos,,,,,
Zürich,Alp Scheidegg,Alp Scheidegg (Wald),47.304,8.9431,1196,0,0,0,0,0,1,1,0,,,Süd,alpen,Alpstein / Ostschweiz,,,,,Startrampe vorhanden.
Bern,Corgémont,Corgemont,47.1734,7.1379,1118,1,1,1,0,0,0,0,0,,,Süd,jura,Jura Zentral,,,,,
Waadt,St. Cergue,Saint-Cergue,46.4449,6.17577,1001,0,0,0,1,1,1,0,0,,,Süd,mittelland,Genferseeregion,"Flugbetrieb im Sommer 9:00-17:00 Uhr, beste Zeit 12:00-14:00 Uhr. Maximalwind 20 km/h.",HARTE CAPS: Maximalwind 20 km/h (Stunden darüber nicht fliegbar) + Betriebszeit 9-17 Uhr begrenzt best_window; beste Stunden 12-14 Uhr.,,,Startplatz für Wind aus Südost bis Süd. Balise 'La Dôle' (1670 m) für aktuelle Winddaten nutzbar.
Wallis,La Breya,"La Breya (Orsieres, Champex)",46.0203,7.10174,2189,0,0,0,1,0,0,0,1,,,Beide,hochalpin,Unterwallis,Im Sommer Ostwind für Thermik empfohlen; im Winter Westwind für einfachen Start und Hangflug.,"SAISON-PRÄFERENZ: Sommer Ostwind = Thermiktag, Winter Westwind = einfacher Start/Hangflug — falsche Kombination senkt Flugqualität (weicher Dämpfer, kein Stopp).",,,"Startplatz oben an der Sesselbahn in Champex (2192 m), zwei Starts: West und Ost."
Ostschweiz,Ob Lucken,Ob Lucken,47.7631,8.55614,890,0,0,0,0,0,0,1,0,,,Süd,mittelland,Bodenseeraum,,,"Sehr kleiner, kurzer Startplatz - nur für erfahrene Piloten.","STATISCH/ANSPRUCH: sehr kleiner, kurzer Startplatz → nur erfahrene Piloten, Start-caution.",Rampe für Hängegleiter vorhanden.
Tessin,Monti di Gana,Monti della Gana 1270m,46.197,8.90798,1257,0,0,0,1,1,0,0,0,,,Nord,alpen,Tessin Zentral,,,Kein offizieller Startplatz.,VERBOT: kein offizieller Startplatz → grundsätzlich abraten (organisatorisches no_go).,Zufahrtsstrasse gesperrt.
Ostschweiz,Stockberg,Stockberg,47.2242,9.23766,1526,0,0,0,0,0,1,1,0,,,Süd,alpen,Alpstein / Ostschweiz,,,,,
Jura,Hohwacht,Hohwacht,47.3777,7.6745,971,1,1,0,0,0,0,0,1,,,Süd,jura,Jura Ost,,,,,
Schwyz,Gschwänd,Gschwänd / Galgenen,47.1561,8.8719,1081,1,1,0,0,0,0,0,1,,,Süd,voralpen,Mittelland Zentral,,,,,Grashang mit Platz für mehrere Gleiter. Separater HG-Startplatz einige hundert Meter östlich.
Tessin,Malvaglia,Malvaglia,46.4253,8.99783,1487,0,0,0,1,1,1,0,0,,,Nord,hochalpin,Tessin Nord,,,,,
Ostschweiz,Motlinger Schwamm,Montlinger Schwamm,47.3099,9.51008,1171,1,1,0,0,0,0,0,0,,,Süd,alpen,Alpstein / Ostschweiz,,,Nur den markierten Bereich des Feldes für den Start nutzen (Infotafel am Startplatz).,"REGEL: nur den markierten Bereich nutzen (Infotafel) → Hinweis, kein Status-Einfluss.",
Ostschweiz,Chäserugg,Hinterrugg,47.1528,9.30425,2183,1,0,0,1,1,1,0,1,,,Süd,voralpen,Glarnerland / Walensee,,,,,
Zentralschweiz,Fisetenpass,Fisetengrat,46.8847,8.93197,2026,1,1,0,0,0,0,0,1,,,Süd,voralpen,Glarnerland / Walensee,SE-Start bei Südwind möglich.,Erweiterte Nutzbarkeit: bei Südwind ist der (steile) SE-Start nutzbar → Süd-Tage nicht wegen Richtung abschreiben.,SE-Start steil - Vorsicht.,STATISCH: SE-Start steil → caution bei dessen Nutzung.,Mehrere Startplätze; NW-Richtung einfach.
Fribourg,Gurli,Gurli,46.7135,7.2827,1400,1,1,1,0,0,0,0,0,,,Süd,voralpen,Schwarzsee / Gantrisch,,,,,
Graubünden,Schlans,Brigels,46.7988,9.06547,2171,0,0,0,1,1,1,0,0,,,Beide,hochalpin,Surselva,,,,,
Waadt,La Barilette,Saleve - La Table d'Orientation,46.1487,6.1891,1205,1,0,0,0,0,0,1,1,,,Süd,mittelland,Genferseeregion,,,,,Startplatz 50 m rechts vom Parkplatz am buddhistischen Tempel.
